#locusName	Id	IdType	description if any, GO is via pfam2go/interpro
Sphfalx0437s0002	PF00574	PFAM	Clp protease
Sphfalx0149s0049	PF00847	PFAM	AP2 domain
Sphfalx0158s0039	PF13398	PFAM	Peptidase M50B-like
Sphfalx0050s0090	PF14009	PFAM	Domain of unknown function (DUF4228)
Sphfalx0109s0022	PF03330	PFAM	Lytic transglycolase
Sphfalx0109s0022	PF01357	PFAM	Pollen allergen
Sphfalx0179s0046	PF03876	PFAM	SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397
Sphfalx0179s0046	PF08292	PFAM	RNA polymerase III subunit Rpc25
Sphfalx0011s0091	PF03106	PFAM	WRKY DNA -binding domain
Sphfalx0026s0180	PF06217	PFAM	GAGA binding protein-like family
Sphfalx0018s0072	PF04784	PFAM	Protein of unknown function, DUF547
Sphfalx0018s0072	PF02121	PFAM	Phosphatidylinositol transfer protein
Sphfalx0131s0050	PF05970	PFAM	PIF1-like helicase
Sphfalx0219s0022	PF17047	PFAM	Synaptotagmin-like mitochondrial-lipid-binding domain
Sphfalx0020s0179	PF14223	PFAM	gag-polypeptide of LTR copia-type
Sphfalx0014s0075	PF13960	PFAM	Domain of unknown function (DUF4218)
Sphfalx0032s0024	PF00582	PFAM	Universal stress protein family
Sphfalx0029s0120	PF12928	PFAM	tRNA-splicing endonuclease subunit sen54 N-term
Sphfalx0004s0277	PF00400	PFAM	WD domain, G-beta repeat
Sphfalx0195s0025	PF00211	PFAM	Adenylate and Guanylate cyclase catalytic domain
Sphfalx0002s0343	PF00173	PFAM	Cytochrome b5-like Heme/Steroid binding domain
Sphfalx0022s0019	PF08659	PFAM	KR domain
Sphfalx0232s0021	PF00005	PFAM	ABC transporter
Sphfalx0232s0021	PF00664	PFAM	ABC transporter transmembrane region
Sphfalx0034s0192	PF14227	PFAM	
Sphfalx0071s0088	PF04632	PFAM	Fusaric acid resistance protein family
Sphfalx0037s0133	PF02390	PFAM	Putative methyltransferase 
Sphfalx0384s0006	PF00569	PFAM	Zinc finger, ZZ type
Sphfalx0154s0042	PF13041	PFAM	PPR repeat family 
Sphfalx0017s0184	PF00923	PFAM	Transaldolase/Fructose-6-phosphate aldolase
Sphfalx0257s0025	PF13962	PFAM	Domain of unknown function
Sphfalx0257s0025	PF12796	PFAM	Ankyrin repeats (3 copies)
Sphfalx0048s0121	PF00120	PFAM	Glutamine synthetase, catalytic domain
Sphfalx0239s0021	PF00827	PFAM	Ribosomal L15
Sphfalx0051s0095	PF12695	PFAM	Alpha/beta hydrolase family
Sphfalx0183s0015	PF03055	PFAM	Retinal pigment epithelial membrane protein
Sphfalx0058s0005	PF12580	PFAM	Tripeptidyl peptidase II 
Sphfalx0058s0005	PF00082	PFAM	Subtilase family
Sphfalx0015s0089	PF05450	PFAM	Nicastrin
Sphfalx0473s0001	PF00445	PFAM	Ribonuclease T2 family
Sphfalx0090s0107	PF00169	PFAM	PH domain
Sphfalx0090s0107	PF02212	PFAM	Dynamin GTPase effector domain
Sphfalx0090s0107	PF01031	PFAM	Dynamin central region
Sphfalx0090s0107	PF00350	PFAM	Dynamin family
Sphfalx0085s0024	PF00642	PFAM	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Sphfalx0103s0027	PF00278	PFAM	Pyridoxal-dependent decarboxylase, C-terminal sheet domain
Sphfalx0103s0027	PF02784	PFAM	Pyridoxal-dependent decarboxylase, pyridoxal binding domain
Sphfalx0009s0180	PF00343	PFAM	Carbohydrate phosphorylase
Sphfalx0055s0006	PF00646	PFAM	F-box domain
Sphfalx0055s0006	PF01167	PFAM	Tub family
Sphfalx0084s0074	PF00828	PFAM	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A
Sphfalx0136s0008	PF07800	PFAM	Protein of unknown function (DUF1644)
Sphfalx0067s0106	PF13499	PFAM	EF-hand domain pair
Sphfalx0011s0075	PF00081	PFAM	Iron/manganese superoxide dismutases, alpha-hairpin domain
Sphfalx0011s0075	PF02777	PFAM	Iron/manganese superoxide dismutases, C-terminal domain
Sphfalx0358s0001	PF02365	PFAM	No apical meristem (NAM) protein
Sphfalx0024s0149	PF00847	PFAM	AP2 domain
Sphfalx0035s0160	PF04751	PFAM	Protein of unknown function (DUF615)
Sphfalx0034s0170	PF00005	PFAM	ABC transporter
Sphfalx0034s0170	PF01061	PFAM	ABC-2 type transporter
Sphfalx0000s0721	PF01643	PFAM	Acyl-ACP thioesterase
Sphfalx0109s0040	PF01419	PFAM	Jacalin-like lectin domain
Sphfalx0109s0040	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0105s0012	PF04116	PFAM	Fatty acid hydroxylase superfamily
Sphfalx0061s0118	PF01344	PFAM	Kelch motif
Sphfalx0039s0035	PF12146	PFAM	Serine aminopeptidase, S33
Sphfalx0173s0014	PF00504	PFAM	Chlorophyll A-B binding protein
Sphfalx0028s0163	PF00582	PFAM	Universal stress protein family
Sphfalx0082s0018	PF03775	PFAM	Septum formation inhibitor MinC, C-terminal domain
Sphfalx0144s0039	PF04231	PFAM	Endonuclease I
Sphfalx0017s0125	PF14497	PFAM	Glutathione S-transferase, C-terminal domain
Sphfalx0094s0065	PF00736	PFAM	EF-1 guanine nucleotide exchange domain
Sphfalx0005s0078	PF00561	PFAM	alpha/beta hydrolase fold
Sphfalx0234s0013	PF02338	PFAM	OTU-like cysteine protease
Sphfalx0005s0073	PF07969	PFAM	Amidohydrolase family
Sphfalx0181s0047	PF01161	PFAM	Phosphatidylethanolamine-binding protein
Sphfalx0038s0123	PF01423	PFAM	LSM domain 
Sphfalx0147s0003	PF01553	PFAM	Acyltransferase
Sphfalx0147s0003	PF12710	PFAM	haloacid dehalogenase-like hydrolase
Sphfalx0015s0107	PF11976	PFAM	Ubiquitin-2 like Rad60 SUMO-like
Sphfalx0015s0107	PF01599	PFAM	Ribosomal protein S27a
Sphfalx0116s0003	PF04851	PFAM	Type III restriction enzyme, res subunit
Sphfalx0116s0003	PF00271	PFAM	Helicase conserved C-terminal domain
Sphfalx0163s0029	PF10250	PFAM	GDP-fucose protein O-fucosyltransferase
Sphfalx0145s0034	PF04576	PFAM	Zein-binding
Sphfalx0139s0016	PF12171	PFAM	Zinc-finger double-stranded RNA-binding
Sphfalx0139s0016	PF01585	PFAM	G-patch domain
Sphfalx0089s0025	PF13181	PFAM	Tetratricopeptide repeat
Sphfalx0089s0025	PF07719	PFAM	Tetratricopeptide repeat
Sphfalx0089s0025	PF13414	PFAM	TPR repeat
Sphfalx0089s0025	PF04049	PFAM	Anaphase promoting complex subunit 8 / Cdc23 
Sphfalx0000s0097	PF02992	PFAM	Transposase family tnp2
Sphfalx0000s0097	PF13960	PFAM	Domain of unknown function (DUF4218)
Sphfalx0019s0195	PF13774	PFAM	Regulated-SNARE-like domain
Sphfalx0019s0195	PF00957	PFAM	Synaptobrevin
Sphfalx0136s0037	PF09174	PFAM	Maf1 regulator
Sphfalx0183s0026	PF00651	PFAM	BTB/POZ domain
Sphfalx0071s0026	PF02150	PFAM	RNA polymerases M/15 Kd subunit
Sphfalx0071s0026	PF01096	PFAM	Transcription factor S-II (TFIIS)
Sphfalx0077s0033	PF00860	PFAM	Permease family
Sphfalx0158s0034	PF00098	PFAM	Zinc knuckle
Sphfalx0158s0034	PF03732	PFAM	Retrotransposon gag protein 
Sphfalx0005s0270	PF03221	PFAM	Tc5 transposase DNA-binding domain
Sphfalx0005s0270	PF03184	PFAM	DDE superfamily endonuclease
Sphfalx0029s0097	PF00632	PFAM	HECT-domain (ubiquitin-transferase)
Sphfalx0339s0003	PF14365	PFAM	Neprosin activation peptide
Sphfalx0339s0003	PF03080	PFAM	Neprosin
Sphfalx0003s0150	PF02416	PFAM	mttA/Hcf106 family
Sphfalx0000s0432	PF07019	PFAM	Rab5-interacting protein (Rab5ip)
Sphfalx0015s0050	PF02496	PFAM	ABA/WDS induced protein
Sphfalx0009s0252	PF03109	PFAM	ABC1 family
Sphfalx0020s0089	PF00010	PFAM	Helix-loop-helix DNA-binding domain
Sphfalx0059s0077	PF00010	PFAM	Helix-loop-helix DNA-binding domain
Sphfalx0032s0175	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0197s0015	PF03514	PFAM	GRAS domain family
Sphfalx0026s0081	PF11416	PFAM	Syntaxin-5 N-terminal, Sly1p-binding domain
Sphfalx0026s0081	PF05739	PFAM	SNARE domain
Sphfalx0072s0049	PF13920	PFAM	Zinc finger, C3HC4 type (RING finger)
Sphfalx0167s0012	PF12706	PFAM	Beta-lactamase superfamily domain
Sphfalx0042s0154	PF10358	PFAM	N-terminal C2 in EEIG1 and EHBP1 proteins
Sphfalx0025s0119	PF13952	PFAM	Domain of unknown function (DUF4216)
Sphfalx0025s0119	PF13960	PFAM	Domain of unknown function (DUF4218)
Sphfalx0177s0026	PF00808	PFAM	Histone-like transcription factor (CBF/NF-Y) and archaeal histone
Sphfalx0046s0070	PF00628	PFAM	PHD-finger
Sphfalx0009s0212	PF00782	PFAM	Dual specificity phosphatase, catalytic domain
Sphfalx0009s0212	PF09192	PFAM	Actin-fragmin kinase, catalytic
Sphfalx0046s0101	PF00549	PFAM	CoA-ligase
Sphfalx0046s0101	PF00285	PFAM	Citrate synthase, C-terminal domain
Sphfalx0078s0050	PF16679	PFAM	DNA replication factor Cdt1 C-terminal domain
Sphfalx0078s0050	PF08839	PFAM	DNA replication factor CDT1 like
Sphfalx0027s0050	PF07712	PFAM	Stress up-regulated Nod 19
Sphfalx0616s0002	PF00487	PFAM	Fatty acid desaturase
Sphfalx0616s0002	PF08557	PFAM	Sphingolipid Delta4-desaturase (DES)
Sphfalx0054s0053	PF14476	PFAM	Petal formation-expressed
Sphfalx0044s0060	PF01208	PFAM	Uroporphyrinogen decarboxylase (URO-D)
Sphfalx0349s0002	PF02225	PFAM	PA domain
Sphfalx0088s0071	PF14492	PFAM	Elongation Factor G, domain II
Sphfalx0088s0071	PF03144	PFAM	Elongation factor Tu domain 2
Sphfalx0088s0071	PF00679	PFAM	Elongation factor G C-terminus
Sphfalx0088s0071	PF03764	PFAM	Elongation factor G, domain IV
Sphfalx0088s0071	PF00009	PFAM	Elongation factor Tu GTP binding domain
Sphfalx0079s0019	PF00025	PFAM	ADP-ribosylation factor family
Sphfalx0012s0223	PF01535	PFAM	PPR repeat
Sphfalx0012s0223	PF13041	PFAM	PPR repeat family 
Sphfalx0012s0223	PF14432	PFAM	DYW family of nucleic acid deaminases
Sphfalx0001s0026	PF00665	PFAM	Integrase core domain
Sphfalx0001s0026	PF00078	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0131s0042	PF08231	PFAM	SYF2 splicing factor
Sphfalx0265s0020	PF00931	PFAM	NB-ARC domain
Sphfalx0034s0074	PF13639	PFAM	Ring finger domain
Sphfalx0023s0080	PF00646	PFAM	F-box domain
Sphfalx0221s0027	PF00657	PFAM	GDSL-like Lipase/Acylhydrolase
Sphfalx0032s0044	PF00141	PFAM	Peroxidase
Sphfalx0002s0230	PF04535	PFAM	Domain of unknown function (DUF588)
Sphfalx0070s0018	PF00560	PFAM	Leucine Rich Repeat
Sphfalx0070s0018	PF13855	PFAM	Leucine rich repeat
Sphfalx0070s0018	PF00069	PFAM	Protein kinase domain
Sphfalx0038s0053	PF02893	PFAM	GRAM domain
Sphfalx0005s0252	PF00141	PFAM	Peroxidase
Sphfalx0033s0050	PF03179	PFAM	Vacuolar (H+)-ATPase G subunit
Sphfalx0213s0015	PF00612	PFAM	IQ calmodulin-binding motif
Sphfalx0011s0064	PF13639	PFAM	Ring finger domain
Sphfalx0011s0064	PF05495	PFAM	CHY zinc finger
Sphfalx0011s0064	PF14599	PFAM	Zinc-ribbon
Sphfalx0108s0005	PF00012	PFAM	Hsp70 protein
Sphfalx0065s0008	PF04525	PFAM	LURP-one-related
Sphfalx0010s0023	PF00187	PFAM	Chitin recognition protein
Sphfalx0010s0023	PF00182	PFAM	Chitinase class I
Sphfalx0104s0068	PF03489	PFAM	Saposin-like type B, region 2
Sphfalx0104s0068	PF05184	PFAM	Saposin-like type B, region 1
Sphfalx0104s0068	PF00026	PFAM	Eukaryotic aspartyl protease
Sphfalx0037s0099	PF03798	PFAM	TLC domain
Sphfalx0541s0003	PF13302	PFAM	Acetyltransferase (GNAT) domain
Sphfalx0061s0094	PF01985	PFAM	CRS1 / YhbY (CRM) domain
Sphfalx0140s0021	PF04758	PFAM	Ribosomal protein S30
Sphfalx0006s0197	PF05512	PFAM	AWPM-19-like family
Sphfalx0136s0024	PF01734	PFAM	Patatin-like phospholipase
Sphfalx0042s0121	PF00690	PFAM	Cation transporter/ATPase, N-terminus
Sphfalx0042s0121	PF12515	PFAM	Ca2+-ATPase N terminal autoinhibitory domain
Sphfalx0042s0121	PF00702	PFAM	haloacid dehalogenase-like hydrolase
Sphfalx0042s0121	PF00122	PFAM	E1-E2 ATPase
Sphfalx0042s0121	PF00689	PFAM	Cation transporting ATPase, C-terminus
Sphfalx0000s0732	PF05729	PFAM	NACHT domain
Sphfalx0000s0732	PF13676	PFAM	TIR domain
Sphfalx0001s0378	PF05687	PFAM	BES1/BZR1 plant transcription factor, N-terminal
Sphfalx0096s0061	PF00847	PFAM	AP2 domain
Sphfalx0123s0050	PF07883	PFAM	Cupin domain
Sphfalx0006s0046	PF00179	PFAM	Ubiquitin-conjugating enzyme
Sphfalx0175s0025	PF00400	PFAM	WD domain, G-beta repeat
Sphfalx0130s0008	PF14144	PFAM	Seed dormancy control
Sphfalx0111s0023	PF13631	PFAM	Cytochrome b(N-terminal)/b6/petB
Sphfalx0137s0033	PF13802	PFAM	Galactose mutarotase-like
Sphfalx0137s0033	PF16863	PFAM	N-terminal barrel of NtMGAM and CtMGAM, maltase-glucoamylase
Sphfalx0137s0033	PF01055	PFAM	Glycosyl hydrolases family 31 
Sphfalx0298s0007	PF13656	PFAM	RNA polymerase Rpb3/Rpb11 dimerisation domain
Sphfalx0245s0016	PF08263	PFAM	Leucine rich repeat N-terminal domain
Sphfalx0245s0016	PF00069	PFAM	Protein kinase domain
Sphfalx0082s0010	PF00581	PFAM	Rhodanese-like domain
Sphfalx0041s0017	PF09084	PFAM	NMT1/THI5 like
Sphfalx0023s0169	PF03016	PFAM	Exostosin family
Sphfalx0231s0014	PF03634	PFAM	TCP family transcription factor
Sphfalx0006s0325	PF00861	PFAM	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast
Sphfalx0015s0097	PF03055	PFAM	Retinal pigment epithelial membrane protein
Sphfalx0187s0013	PF01063	PFAM	Amino-transferase class IV
Sphfalx0031s0007	PF10604	PFAM	Polyketide cyclase / dehydrase and lipid transport
Sphfalx0066s0056	PF01367	PFAM	5'-3' exonuclease, C-terminal SAM fold
Sphfalx0066s0056	PF02739	PFAM	5'-3' exonuclease, N-terminal resolvase-like domain
Sphfalx0082s0024	PF13676	PFAM	TIR domain
Sphfalx0082s0024	PF00931	PFAM	NB-ARC domain
Sphfalx0039s0062	PF00067	PFAM	Cytochrome P450
Sphfalx0030s0028	PF00160	PFAM	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
Sphfalx0005s0084	PF13520	PFAM	Amino acid permease
Sphfalx0000s0600	PF01789	PFAM	PsbP
Sphfalx0007s0098	PF02458	PFAM	Transferase family
Sphfalx0050s0041	PF00155	PFAM	Aminotransferase class I and II
Sphfalx0027s0035	PF00085	PFAM	Thioredoxin
Sphfalx0016s0108	PF14260	PFAM	C4-type zinc-finger of DNA polymerase delta
Sphfalx0016s0108	PF03104	PFAM	DNA polymerase family B, exonuclease domain
Sphfalx0016s0108	PF00136	PFAM	DNA polymerase family B
Sphfalx0099s0054	PF00924	PFAM	Mechanosensitive ion channel
Sphfalx0017s0015	PF04577	PFAM	Protein of unknown function (DUF563)
Sphfalx0125s0070	PF06203	PFAM	CCT motif
Sphfalx0244s0017	PF04893	PFAM	Yip1 domain
Sphfalx0022s0040	PF04398	PFAM	Protein of unknown function, DUF538
Sphfalx0041s0101	PF00628	PFAM	PHD-finger
Sphfalx0018s0043	PF03798	PFAM	TLC domain
Sphfalx0149s0043	PF00004	PFAM	ATPase family associated with various cellular activities (AAA)
Sphfalx0149s0043	PF12796	PFAM	Ankyrin repeats (3 copies)
Sphfalx0045s0091	PF01595	PFAM	Cyclin M transmembrane N-terminal domain
Sphfalx0145s0003	PF00642	PFAM	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Sphfalx0145s0003	PF00076	PFAM	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Sphfalx0145s0003	PF13637	PFAM	Ankyrin repeats (many copies)
Sphfalx0145s0003	PF12796	PFAM	Ankyrin repeats (3 copies)
Sphfalx0045s0109	PF00025	PFAM	ADP-ribosylation factor family
Sphfalx0163s0004	PF13414	PFAM	TPR repeat
Sphfalx0079s0012	PF09737	PFAM	De-etiolated protein 1 Det1
Sphfalx0019s0017	PF00439	PFAM	Bromodomain
Sphfalx0019s0017	PF17035	PFAM	Bromodomain extra-terminal - transcription regulation
Sphfalx0071s0054	PF10063	PFAM	Uncharacterized integral membrane protein (DUF2301)
Sphfalx0002s0219	PF09258	PFAM	Glycosyl transferase family 64 domain
Sphfalx0237s0015	PF13883	PFAM	Pyridoxamine 5'-phosphate oxidase
Sphfalx0189s0024	PF00201	PFAM	UDP-glucoronosyl and UDP-glucosyl transferase
Sphfalx0009s0327	PF13631	PFAM	Cytochrome b(N-terminal)/b6/petB
Sphfalx0022s0105	PF04762	PFAM	IKI3 family
Sphfalx0022s0105	PF00400	PFAM	WD domain, G-beta repeat
Sphfalx0236s0009	PF07883	PFAM	Cupin domain
Sphfalx0061s0039	PF13855	PFAM	Leucine rich repeat
Sphfalx0061s0039	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0098s0077	PF08267	PFAM	Cobalamin-independent synthase, N-terminal domain
Sphfalx0098s0077	PF01717	PFAM	Cobalamin-independent synthase, Catalytic domain
Sphfalx0000s0063	PF00153	PFAM	Mitochondrial carrier protein
Sphfalx0016s0230	PF00560	PFAM	Leucine Rich Repeat
Sphfalx0016s0230	PF13516	PFAM	Leucine Rich repeat
Sphfalx0016s0230	PF13855	PFAM	Leucine rich repeat
Sphfalx0026s0161	PF03094	PFAM	Mlo family
Sphfalx0008s0051	PF11605	PFAM	Vacuolar protein sorting protein 36 Vps36
Sphfalx0008s0051	PF04157	PFAM	EAP30/Vps36 family
Sphfalx0204s0012	PF08263	PFAM	Leucine rich repeat N-terminal domain
Sphfalx0204s0012	PF13855	PFAM	Leucine rich repeat
Sphfalx0204s0012	PF00069	PFAM	Protein kinase domain
Sphfalx0206s0046	PF00628	PFAM	PHD-finger
Sphfalx0047s0049	PF03140	PFAM	Plant protein of unknown function
Sphfalx0071s0092	PF04043	PFAM	Plant invertase/pectin methylesterase inhibitor
Sphfalx0071s0092	PF01095	PFAM	Pectinesterase
Sphfalx0013s0161	PF10998	PFAM	Protein of unknown function (DUF2838)
Sphfalx0021s0177	PF01716	PFAM	Manganese-stabilising protein / photosystem II polypeptide
Sphfalx0329s0011	PF00564	PFAM	PB1 domain
Sphfalx0329s0011	PF02042	PFAM	RWP-RK domain
Sphfalx0022s0024	PF04755	PFAM	PAP_fibrillin
Sphfalx0012s0161	PF00069	PFAM	Protein kinase domain
Sphfalx0002s0110	PF00067	PFAM	Cytochrome P450
Sphfalx0238s0038	PF02146	PFAM	Sir2 family
Sphfalx0119s0021	PF13812	PFAM	Pentatricopeptide repeat domain
Sphfalx0119s0021	PF13041	PFAM	PPR repeat family 
Sphfalx0005s0174	PF01712	PFAM	Deoxynucleoside kinase
Sphfalx0166s0036	PF14204	PFAM	Ribosomal L18 C-terminal region
Sphfalx0166s0036	PF00861	PFAM	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast
Sphfalx0053s0106	PF13307	PFAM	Helicase C-terminal domain
Sphfalx0007s0139	PF01477	PFAM	PLAT/LH2 domain
Sphfalx0065s0011	PF12796	PFAM	Ankyrin repeats (3 copies)
Sphfalx0065s0011	PF13962	PFAM	Domain of unknown function
Sphfalx0004s0088	PF14931	PFAM	Intraflagellar transport complex B, subunit 20
Sphfalx0245s0009	PF05217	PFAM	STOP protein
Sphfalx0156s0006	PF00635	PFAM	MSP (Major sperm protein) domain
Sphfalx0004s0124	PF01648	PFAM	4'-phosphopantetheinyl transferase superfamily
Sphfalx0012s0137	PF01459	PFAM	Eukaryotic porin
Sphfalx0032s0095	PF07683	PFAM	Cobalamin synthesis protein cobW C-terminal domain
Sphfalx0032s0095	PF02492	PFAM	CobW/HypB/UreG, nucleotide-binding domain
Sphfalx0077s0052	PF12847	PFAM	Methyltransferase domain
Sphfalx0422s0001	PF13952	PFAM	Domain of unknown function (DUF4216)
Sphfalx0422s0001	PF02992	PFAM	Transposase family tnp2
Sphfalx0422s0001	PF13960	PFAM	Domain of unknown function (DUF4218)
Sphfalx0005s0100	PF07728	PFAM	AAA domain (dynein-related subfamily)
Sphfalx0001s0347	PF02358	PFAM	Trehalose-phosphatase
Sphfalx0093s0078	PF12899	PFAM	Alkaline and neutral invertase
Sphfalx0086s0067	PF01795	PFAM	MraW methylase family
Sphfalx0024s0133	PF10203	PFAM	Cytochrome c oxidase assembly protein PET191
Sphfalx0343s0001	PF00004	PFAM	ATPase family associated with various cellular activities (AAA)
Sphfalx0128s0043	PF12711	PFAM	
Sphfalx0128s0043	PF00225	PFAM	Kinesin motor domain
Sphfalx0236s0007	PF02803	PFAM	Thiolase, C-terminal domain
Sphfalx0236s0007	PF00108	PFAM	Thiolase, N-terminal domain
Sphfalx0173s0048	PF00782	PFAM	Dual specificity phosphatase, catalytic domain
Sphfalx0092s0061	PF14215	PFAM	bHLH-MYC and R2R3-MYB transcription factors N-terminal
Sphfalx0063s0026	PF08031	PFAM	Berberine and berberine like 
Sphfalx0063s0026	PF01565	PFAM	FAD binding domain 
Sphfalx0202s0022	PF03719	PFAM	Ribosomal protein S5, C-terminal domain
Sphfalx0202s0022	PF00333	PFAM	Ribosomal protein S5, N-terminal domain
Sphfalx0186s0001	PF00106	PFAM	short chain dehydrogenase
Sphfalx0080s0061	PF00450	PFAM	Serine carboxypeptidase
Sphfalx0049s0117	PF04884	PFAM	Vitamin B6 photo-protection and homoeostasis
Sphfalx0000s0157	PF00575	PFAM	S1 RNA binding domain
Sphfalx0056s0104	PF13855	PFAM	Leucine rich repeat
Sphfalx0056s0104	PF00069	PFAM	Protein kinase domain
Sphfalx0056s0104	PF12819	PFAM	Malectin-like domain
Sphfalx0297s0008	PF03547	PFAM	Membrane transport protein
Sphfalx0173s0011	PF00080	PFAM	Copper/zinc superoxide dismutase (SODC)
Sphfalx0141s0067	PF03936	PFAM	Terpene synthase family, metal binding domain
Sphfalx0016s0153	PF12796	PFAM	Ankyrin repeats (3 copies)
Sphfalx0016s0153	PF00415	PFAM	Regulator of chromosome condensation (RCC1) repeat
Sphfalx0003s0227	PF10475	PFAM	Vacuolar-sorting protein 54, of GARP complex 
Sphfalx0003s0227	PF07928	PFAM	Vps54-like protein
Sphfalx0029s0015	PF00179	PFAM	Ubiquitin-conjugating enzyme
Sphfalx0231s0031	PF00122	PFAM	E1-E2 ATPase
Sphfalx0231s0031	PF12710	PFAM	haloacid dehalogenase-like hydrolase
Sphfalx0231s0031	PF16209	PFAM	Phospholipid-translocating ATPase N-terminal
Sphfalx0231s0031	PF16212	PFAM	Phospholipid-translocating P-type ATPase C-terminal
Sphfalx0057s0018	PF02992	PFAM	Transposase family tnp2
Sphfalx0057s0018	PF13960	PFAM	Domain of unknown function (DUF4218)
Sphfalx0039s0088	PF00550	PFAM	Phosphopantetheine attachment site
Sphfalx0009s0026	PF04752	PFAM	ChaC-like protein
Sphfalx0164s0011	PF01553	PFAM	Acyltransferase
Sphfalx0164s0011	PF14829	PFAM	Glycerol-3-phosphate acyltransferase N-terminal
Sphfalx0218s0009	PF05786	PFAM	Condensin complex subunit 2
Sphfalx0000s0290	PF01370	PFAM	NAD dependent epimerase/dehydratase family
Sphfalx0113s0075	PF00933	PFAM	Glycosyl hydrolase family 3 N terminal domain
Sphfalx0113s0075	PF01915	PFAM	Glycosyl hydrolase family 3 C-terminal domain
Sphfalx0129s0032	PF00067	PFAM	Cytochrome P450
Sphfalx0214s0001	PF03184	PFAM	DDE superfamily endonuclease
Sphfalx0014s0181	PF00179	PFAM	Ubiquitin-conjugating enzyme
Sphfalx0006s0249	PF05903	PFAM	PPPDE putative peptidase domain
Sphfalx0260s0011	PF01095	PFAM	Pectinesterase
Sphfalx0192s0024	PF00899	PFAM	ThiF family
Sphfalx0076s0043	PF01582	PFAM	TIR domain
Sphfalx0076s0043	PF00931	PFAM	NB-ARC domain
Sphfalx0035s0114	PF07942	PFAM	N2227-like protein
Sphfalx0014s0019	PF12899	PFAM	Alkaline and neutral invertase
Sphfalx0120s0014	PF02466	PFAM	Tim17/Tim22/Tim23/Pmp24 family
Sphfalx0068s0109	PF02149	PFAM	Kinase associated domain 1
Sphfalx0068s0109	PF00069	PFAM	Protein kinase domain
Sphfalx0185s0015	PF00004	PFAM	ATPase family associated with various cellular activities (AAA)
Sphfalx0185s0015	PF01434	PFAM	Peptidase family M41
Sphfalx0075s0007	PF00400	PFAM	WD domain, G-beta repeat
Sphfalx0075s0007	PF08614	PFAM	Autophagy protein 16 (ATG16)
Sphfalx0173s0054	PF04434	PFAM	SWIM zinc finger
Sphfalx0013s0289	PF00560	PFAM	Leucine Rich Repeat
Sphfalx0013s0289	PF13855	PFAM	Leucine rich repeat
Sphfalx0196s0017	PF00926	PFAM	3,4-dihydroxy-2-butanone 4-phosphate synthase
Sphfalx0003s0325	PF00069	PFAM	Protein kinase domain
Sphfalx0029s0025	PF04146	PFAM	YT521-B-like domain
Sphfalx0001s0181	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0242s0021	PF14432	PFAM	DYW family of nucleic acid deaminases
Sphfalx0242s0021	PF01535	PFAM	PPR repeat
Sphfalx0242s0021	PF13041	PFAM	PPR repeat family 
Sphfalx0149s0031	PF00400	PFAM	WD domain, G-beta repeat
Sphfalx0087s0049	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0039s0009	PF14214	PFAM	Helitron helicase-like domain at N-terminus
Sphfalx0039s0009	PF05970	PFAM	PIF1-like helicase
Sphfalx0222s0008	PF03155	PFAM	ALG6, ALG8 glycosyltransferase family
Sphfalx0002s0098	PF00847	PFAM	AP2 domain
Sphfalx0028s0122	PF00005	PFAM	ABC transporter
Sphfalx0028s0122	PF00664	PFAM	ABC transporter transmembrane region
Sphfalx0094s0003	PF09816	PFAM	RNA polymerase II transcription elongation factor
Sphfalx0076s0081	PF02705	PFAM	K+ potassium transporter
Sphfalx0007s0010	PF00098	PFAM	Zinc knuckle
Sphfalx0007s0010	PF13976	PFAM	GAG-pre-integrase domain
Sphfalx0007s0010	PF14227	PFAM	
Sphfalx0355s0002	PF00249	PFAM	Myb-like DNA-binding domain
